round,epoch,train_loss,train_dice,train_iou,train_acc,val_loss,val_dice,val_iou,val_acc,best_epoch
1,1,0.8303373575210571,0.16319602825933954,0.08930444136343854,0.6637488425925926,1.2055578231811523,0.09127438941300153,0.04789850735626548,0.2585980902777778,
1,2,0.7127369284629822,0.2441124331350589,0.13925844715414232,0.7994429976851851,1.4204288125038147,0.07957460317241805,0.041488311522476395,0.10645941840277778,
1,3,0.6465512275695801,0.2534274034063772,0.14513288375128344,0.7919361979166667,1.296408474445343,0.08094113324793226,0.04222335580813616,0.14955186631944445,
1,4,0.6091412305831909,0.24287670414222812,0.1384158099792932,0.7907391493055556,1.035432517528534,0.07206162328319604,0.037393975429095457,0.18660264756944445,
1,5,0.5738623738288879,0.26675545653884747,0.15406548117949703,0.8121647858796296,0.7347164750099182,0.2390140962643144,0.13653282846425585,0.7678884548611111,
1,6,0.5530694007873536,0.2711544142901392,0.15703064897719532,0.8314807581018518,0.6641004681587219,0.29873382621789346,0.17700036887473014,0.8250108506944445,
1,7,0.5336912035942077,0.29501227189005536,0.1731272845383498,0.8433139467592593,0.534059539437294,0.30564425192429867,0.18182718697182862,0.8324099392361111,
1,8,0.5168033003807068,0.3475208218457336,0.21141732769951177,0.8937129629629629,0.5186566412448883,0.3057808472079282,0.1804849218729232,0.8793435329861111,
1,9,0.5132038950920105,0.3366399962700618,0.20286058787425007,0.8741234085648146,0.5503970384597778,0.27456557950183613,0.16004984356592214,0.7992458767361111,
1,10,0.499330472946167,0.34737461830870703,0.21037438253537158,0.8888723958333333,0.5134518444538116,0.32621678096575585,0.1961815867957798,0.8472526041666667,x
2,1,0.3850034177303314,0.4757980047215063,0.3248322367764731,0.948372829861111,0.4016493260860443,0.44510493829815556,0.2910067098852694,0.9271766493055555,
2,2,0.33147881031036375,0.553721445926975,0.38460358017132645,0.9642209201388889,0.41828523576259613,0.2890938450180328,0.17337682692935819,0.9682823350694445,
2,3,0.220367893576622,0.7516042660896425,0.604200314639721,0.9814525462962962,0.3073267638683319,0.5417897708648445,0.4000108697078001,0.9759884982638889,
2,4,0.1800705075263977,0.784957633695484,0.646640763412293,0.9846947337962962,0.2933342009782791,0.5513855470524288,0.41104587398130954,0.9768185763888889,
